parcel_id,latitude,longitude,timestamp,driver_id,notes,stage
940212508,-17.8292,31.0522,2019-01-10 18:03:42,72024,Collected at Harare,Collected
940212508,-17.8292,31.0522,2019-01-10 19:03:42,24,In transit from Harare,In Transit
940212508,-17.8292,31.0522,2019-01-10 21:03:42,9,Awaiting delivery in Harare,Waiting for Delivery
940212508,-17.8292,31.0522,2019-01-11 01:03:42,51,Delivered in Harare,Delivered
930053079,-18.9281,29.8144,2019-01-11 20:01:01,72024,Collected at Kwekwe,Collected
930053079,-18.9281,29.8144,2019-01-11 21:01:01,50,In transit from Kwekwe,In Transit
930053079,-18.9281,29.8144,2019-01-11 23:01:01,876025,Awaiting delivery in Kwekwe,Waiting for Delivery
531760535,-20.0732,30.8298,2019-01-11 23:06:59,254,Collected at Masvingo,Collected
930053079,-18.9281,29.8144,2019-01-12 00:01:01,11475,Delivered in Kwekwe,Delivered
531760535,-20.0732,30.8298,2019-01-12 01:06:59,8,In transit from Masvingo,In Transit
531760535,-20.0732,30.8298,2019-01-12 04:06:59,220,Awaiting delivery in Masvingo,Waiting for Delivery
531760535,-20.0732,30.8298,2019-01-12 08:06:59,50,Delivered in Masvingo,Delivered
185755286,-20.0732,30.8298,2019-01-13 03:20:33,50,Collected at Masvingo,Collected
185755286,-20.0732,30.8298,2019-01-13 07:20:33,254,In transit from Masvingo,In Transit
185755286,-20.0732,30.8298,2019-01-13 10:20:33,17,Awaiting delivery in Masvingo,Waiting for Delivery
185755286,-20.0732,30.8298,2019-01-13 13:20:33,132,Delivered in Masvingo,Delivered
355083510,-17.2986,31.331,2019-01-13 16:00:59,219,Collected at Bindura,Collected
395436130,-18.9707,32.6709,2019-01-13 16:15:12,128,Collected at Mutare,Collected
355083510,-17.2986,31.331,2019-01-13 18:00:59,1223,In transit from Bindura,In Transit
395436130,-18.9707,32.6709,2019-01-13 20:15:12,11474,In transit from Mutare,In Transit
355083510,-17.2986,31.331,2019-01-13 21:00:59,51,Awaiting delivery in Bindura,Waiting for Delivery
355083510,-17.2986,31.331,2019-01-13 23:00:59,72025,Delivered in Bindura,Delivered
395436130,-18.9707,32.6709,2019-01-14 00:15:12,255,Awaiting delivery in Mutare,Waiting for Delivery
685682440,-18.9281,29.8144,2019-01-14 00:31:45,1198,Collected at Kwekwe,Collected
395436130,-18.9707,32.6709,2019-01-14 03:15:12,25,Delivered in Mutare,Delivered
685682440,-18.9281,29.8144,2019-01-14 03:31:45,1223,In transit from Kwekwe,In Transit
685682440,-18.9281,29.8144,2019-01-14 07:31:45,72025,Awaiting delivery in Kwekwe,Waiting for Delivery
685682440,-18.9281,29.8144,2019-01-14 10:31:45,255,Delivered in Kwekwe,Delivered
141444084,-19.4571,29.8167,2019-01-14 12:30:19,128,Collected at Gweru,Collected
141444084,-19.4571,29.8167,2019-01-14 13:30:19,254,In transit from Gweru,In Transit
141444084,-19.4571,29.8167,2019-01-14 16:30:19,5174,Awaiting delivery in Gweru,Waiting for Delivery
141444084,-19.4571,29.8167,2019-01-14 18:30:19,50,Delivered in Gweru,Delivered
844630454,-18.3336,29.896,2019-01-16 15:49:43,1223,Collected at Kadoma,Collected
844630454,-18.3336,29.896,2019-01-16 16:49:43,876024,In transit from Kadoma,In Transit
844630454,-18.3336,29.896,2019-01-16 17:49:43,132,Awaiting delivery in Kadoma,Waiting for Delivery
844630454,-18.3336,29.896,2019-01-16 18:49:43,17,Delivered in Kadoma,Delivered
764543471,-18.9707,32.6709,2019-01-18 21:30:49,1234,Collected at Mutare,Collected
764543471,-18.9707,32.6709,2019-01-18 23:30:49,49,In transit from Mutare,In Transit
764543471,-18.9707,32.6709,2019-01-19 03:30:49,9,Awaiting delivery in Mutare,Waiting for Delivery
764543471,-18.9707,32.6709,2019-01-19 05:30:49,1235,Delivered in Mutare,Delivered
501988765,-17.3667,30.2,2019-01-20 18:00:13,24,Collected at Chinhoyi,Collected
501988765,-17.3667,30.2,2019-01-20 21:00:13,5173,In transit from Chinhoyi,In Transit
501988765,-17.3667,30.2,2019-01-21 00:00:13,51,Awaiting delivery in Chinhoyi,Waiting for Delivery
501988765,-17.3667,30.2,2019-01-21 03:00:13,1199,Delivered in Chinhoyi,Delivered
320455603,-20.0732,30.8298,2019-01-21 22:45:40,1234,Collected at Masvingo,Collected
320455603,-20.0732,30.8298,2019-01-22 01:45:40,1234,In transit from Masvingo,In Transit
320455603,-20.0732,30.8298,2019-01-22 04:45:40,5174,Awaiting delivery in Masvingo,Waiting for Delivery
320455603,-20.0732,30.8298,2019-01-22 06:45:40,17,Delivered in Masvingo,Delivered
420410072,-19.4571,29.8167,2019-01-22 23:25:03,10796,Collected at Gweru,Collected
420410072,-19.4571,29.8167,2019-01-23 03:25:03,128,In transit from Gweru,In Transit
420410072,-19.4571,29.8167,2019-01-23 06:25:03,1707,Awaiting delivery in Gweru,Waiting for Delivery
420410072,-19.4571,29.8167,2019-01-23 07:25:03,5174,Delivered in Gweru,Delivered
733522426,-18.9707,32.6709,2019-01-23 17:49:24,1706,Collected at Mutare,Collected
733522426,-18.9707,32.6709,2019-01-23 20:49:24,1234,In transit from Mutare,In Transit
733522426,-18.9707,32.6709,2019-01-23 23:49:24,1235,Awaiting delivery in Mutare,Waiting for Delivery
733522426,-18.9707,32.6709,2019-01-24 02:49:24,11475,Delivered in Mutare,Delivered
277961190,-20.1326,28.6265,2019-01-26 00:26:31,24,Collected at Bulawayo,Collected
277961190,-20.1326,28.6265,2019-01-26 03:26:31,219,In transit from Bulawayo,In Transit
277961190,-20.1326,28.6265,2019-01-26 05:26:31,255,Awaiting delivery in Bulawayo,Waiting for Delivery
277961190,-20.1326,28.6265,2019-01-26 08:26:31,1707,Delivered in Bulawayo,Delivered
75784751,-18.9281,29.8144,2019-01-27 05:09:39,24,Collected at Kwekwe,Collected
404962924,-17.3667,30.2,2019-01-27 07:40:03,24,Collected at Chinhoyi,Collected
75784751,-18.9281,29.8144,2019-01-27 08:09:39,1706,In transit from Kwekwe,In Transit
404962924,-17.3667,30.2,2019-01-27 08:40:03,16,In transit from Chinhoyi,In Transit
75784751,-18.9281,29.8144,2019-01-27 12:09:39,5174,Awaiting delivery in Kwekwe,Waiting for Delivery
404962924,-17.3667,30.2,2019-01-27 12:40:03,5174,Awaiting delivery in Chinhoyi,Waiting for Delivery
75784751,-18.9281,29.8144,2019-01-27 16:09:39,255,Delivered in Kwekwe,Delivered
404962924,-17.3667,30.2,2019-01-27 16:40:03,220,Delivered in Chinhoyi,Delivered
43470718,-17.8292,31.0522,2019-01-29 01:37:52,8,Collected at Harare,Collected
43470718,-17.8292,31.0522,2019-01-29 03:37:52,254,In transit from Harare,In Transit
43470718,-17.8292,31.0522,2019-01-29 05:37:52,9,Awaiting delivery in Harare,Waiting for Delivery
43470718,-17.8292,31.0522,2019-01-29 08:37:52,25,Delivered in Harare,Delivered
50121446,-20.0732,30.8298,2019-01-30 04:08:11,59918,Collected at Masvingo,Collected
50121446,-20.0732,30.8298,2019-01-30 08:08:11,72024,In transit from Masvingo,In Transit
50121446,-20.0732,30.8298,2019-01-30 09:08:11,50,Awaiting delivery in Masvingo,Waiting for Delivery
50121446,-20.0732,30.8298,2019-01-30 10:08:11,220,Delivered in Masvingo,Delivered
153697950,-18.9707,32.6709,2019-01-30 14:57:21,131,Collected at Mutare,Collected
153697950,-18.9707,32.6709,2019-01-30 16:57:21,876024,In transit from Mutare,In Transit
153697950,-18.9707,32.6709,2019-01-30 17:57:21,9,Awaiting delivery in Mutare,Waiting for Delivery
900751173,-20.1326,28.6265,2019-01-30 19:38:38,49,Collected at Bulawayo,Collected
153697950,-18.9707,32.6709,2019-01-30 19:57:21,10797,Delivered in Mutare,Delivered
900751173,-20.1326,28.6265,2019-01-30 23:38:38,1706,In transit from Bulawayo,In Transit
854106875,-17.8292,31.0522,2019-01-30 23:48:25,11474,Collected at Harare,Collected
900751173,-20.1326,28.6265,2019-01-31 00:38:38,1199,Awaiting delivery in Bulawayo,Waiting for Delivery
900751173,-20.1326,28.6265,2019-01-31 01:38:38,1707,Delivered in Bulawayo,Delivered
854106875,-17.8292,31.0522,2019-01-31 03:48:25,1223,In transit from Harare,In Transit
854106875,-17.8292,31.0522,2019-01-31 06:48:25,1224,Awaiting delivery in Harare,Waiting for Delivery
854106875,-17.8292,31.0522,2019-01-31 08:48:25,25,Delivered in Harare,Delivered
83827881,-17.2986,31.331,2019-01-31 16:56:53,10796,Collected at Bindura,Collected
83827881,-17.2986,31.331,2019-01-31 20:56:53,1223,In transit from Bindura,In Transit
83827881,-17.2986,31.331,2019-02-01 00:56:53,10797,Awaiting delivery in Bindura,Waiting for Delivery
83827881,-17.2986,31.331,2019-02-01 02:56:53,255,Delivered in Bindura,Delivered
124670018,-19.4571,29.8167,2019-02-01 20:26:56,49,Collected at Gweru,Collected
124670018,-19.4571,29.8167,2019-02-01 22:26:56,50,In transit from Gweru,In Transit
124670018,-19.4571,29.8167,2019-02-02 00:26:56,132,Awaiting delivery in Gweru,Waiting for Delivery
124670018,-19.4571,29.8167,2019-02-02 03:26:56,1235,Delivered in Gweru,Delivered
865617982,-18.3336,29.896,2019-02-02 20:22:50,11474,Collected at Kadoma,Collected
865617982,-18.3336,29.896,2019-02-02 23:22:50,24,In transit from Kadoma,In Transit
865617982,-18.3336,29.896,2019-02-03 02:22:50,59919,Awaiting delivery in Kadoma,Waiting for Delivery
925337514,-19.4571,29.8167,2019-02-03 05:25:38,50,Collected at Gweru,Collected
865617982,-18.3336,29.896,2019-02-03 06:22:50,876025,Delivered in Kadoma,Delivered
925337514,-19.4571,29.8167,2019-02-03 08:25:38,49,In transit from Gweru,In Transit
925337514,-19.4571,29.8167,2019-02-03 09:25:38,51,Awaiting delivery in Gweru,Waiting for Delivery
925337514,-19.4571,29.8167,2019-02-03 10:25:38,132,Delivered in Gweru,Delivered
349264798,-17.2986,31.331,2019-02-03 15:17:17,254,Collected at Bindura,Collected
349264798,-17.2986,31.331,2019-02-03 16:17:17,128,In transit from Bindura,In Transit
349264798,-17.2986,31.331,2019-02-03 17:17:17,220,Awaiting delivery in Bindura,Waiting for Delivery
349264798,-17.2986,31.331,2019-02-03 18:17:17,17,Delivered in Bindura,Delivered
864155554,-18.9281,29.8144,2019-02-05 21:10:05,5173,Collected at Kwekwe,Collected
864155554,-18.9281,29.8144,2019-02-05 22:10:05,254,In transit from Kwekwe,In Transit
864155554,-18.9281,29.8144,2019-02-06 01:10:05,876025,Awaiting delivery in Kwekwe,Waiting for Delivery
864155554,-18.9281,29.8144,2019-02-06 02:10:05,255,Delivered in Kwekwe,Delivered
85230109,-17.3667,30.2,2019-02-06 09:16:56,876024,Collected at Chinhoyi,Collected
85230109,-17.3667,30.2,2019-02-06 13:16:56,49,In transit from Chinhoyi,In Transit
85230109,-17.3667,30.2,2019-02-06 15:16:56,10797,Awaiting delivery in Chinhoyi,Waiting for Delivery
85230109,-17.3667,30.2,2019-02-06 17:16:56,9,Delivered in Chinhoyi,Delivered
172509028,-18.3336,29.896,2019-02-06 22:10:44,11474,Collected at Kadoma,Collected
172509028,-18.3336,29.896,2019-02-06 23:10:44,16,In transit from Kadoma,In Transit
172509028,-18.3336,29.896,2019-02-07 01:10:44,50,Awaiting delivery in Kadoma,Waiting for Delivery
172509028,-18.3336,29.896,2019-02-07 05:10:44,1199,Delivered in Kadoma,Delivered
29605006,-20.1326,28.6265,2019-02-07 07:04:28,219,Collected at Bulawayo,Collected
29605006,-20.1326,28.6265,2019-02-07 08:04:28,72024,In transit from Bulawayo,In Transit
29605006,-20.1326,28.6265,2019-02-07 11:04:28,10797,Awaiting delivery in Bulawayo,Waiting for Delivery
29605006,-20.1326,28.6265,2019-02-07 13:04:28,5174,Delivered in Bulawayo,Delivered
848783589,-17.2986,31.331,2019-02-07 14:07:30,876024,Collected at Bindura,Collected
848783589,-17.2986,31.331,2019-02-07 15:07:30,1234,In transit from Bindura,In Transit
848783589,-17.2986,31.331,2019-02-07 16:07:30,9,Awaiting delivery in Bindura,Waiting for Delivery
257918417,-20.1326,28.6265,2019-02-07 19:41:25,16,Collected at Bulawayo,Collected
848783589,-17.2986,31.331,2019-02-07 20:07:30,1199,Delivered in Bindura,Delivered
257918417,-20.1326,28.6265,2019-02-07 20:41:25,1234,In transit from Bulawayo,In Transit
257918417,-20.1326,28.6265,2019-02-07 22:41:25,17,Awaiting delivery in Bulawayo,Waiting for Delivery
257918417,-20.1326,28.6265,2019-02-08 00:41:25,72025,Delivered in Bulawayo,Delivered
58683806,-17.3667,30.2,2019-02-09 08:40:01,254,Collected at Chinhoyi,Collected
58683806,-17.3667,30.2,2019-02-09 10:40:01,8,In transit from Chinhoyi,In Transit
58683806,-17.3667,30.2,2019-02-09 11:40:01,59919,Awaiting delivery in Chinhoyi,Waiting for Delivery
58683806,-17.3667,30.2,2019-02-09 12:40:01,1199,Delivered in Chinhoyi,Delivered
993689280,-17.8292,31.0522,2019-02-10 14:53:35,131,Collected at Harare,Collected
993689280,-17.8292,31.0522,2019-02-10 18:53:35,24,In transit from Harare,In Transit
993689280,-17.8292,31.0522,2019-02-10 21:53:35,9,Awaiting delivery in Harare,Waiting for Delivery
993689280,-17.8292,31.0522,2019-02-11 00:53:35,876025,Delivered in Harare,Delivered
306043818,-20.0732,30.8298,2019-02-11 02:51:24,50,Collected at Masvingo,Collected
306043818,-20.0732,30.8298,2019-02-11 04:51:24,219,In transit from Masvingo,In Transit
306043818,-20.0732,30.8298,2019-02-11 07:51:24,50,Awaiting delivery in Masvingo,Waiting for Delivery
306043818,-20.0732,30.8298,2019-02-11 11:51:24,5174,Delivered in Masvingo,Delivered
263483617,-18.9281,29.8144,2019-02-12 06:53:51,254,Collected at Kwekwe,Collected
263483617,-18.9281,29.8144,2019-02-12 07:53:51,24,In transit from Kwekwe,In Transit
263483617,-18.9281,29.8144,2019-02-12 08:53:51,59919,Awaiting delivery in Kwekwe,Waiting for Delivery
283500617,-17.8292,31.0522,2019-02-12 10:04:27,1234,Collected at Harare,Collected
263483617,-18.9281,29.8144,2019-02-12 12:53:51,72025,Delivered in Kwekwe,Delivered
283500617,-17.8292,31.0522,2019-02-12 14:04:27,24,In transit from Harare,In Transit
283500617,-17.8292,31.0522,2019-02-12 16:04:27,132,Awaiting delivery in Harare,Waiting for Delivery
283500617,-17.8292,31.0522,2019-02-12 17:04:27,11475,Delivered in Harare,Delivered
664596993,-17.3667,30.2,2019-02-12 23:27:26,10796,Collected at Chinhoyi,Collected
664596993,-17.3667,30.2,2019-02-13 03:27:26,16,In transit from Chinhoyi,In Transit
664596993,-17.3667,30.2,2019-02-13 06:27:26,1224,Awaiting delivery in Chinhoyi,Waiting for Delivery
664596993,-17.3667,30.2,2019-02-13 07:27:26,876025,Delivered in Chinhoyi,Delivered
51972441,-19.4571,29.8167,2019-02-13 12:41:25,50,Collected at Gweru,Collected
51972441,-19.4571,29.8167,2019-02-13 16:41:25,49,In transit from Gweru,In Transit
51972441,-19.4571,29.8167,2019-02-13 17:41:25,51,Awaiting delivery in Gweru,Waiting for Delivery
51972441,-19.4571,29.8167,2019-02-13 19:41:25,1224,Delivered in Gweru,Delivered
80202901,-18.9707,32.6709,2019-02-14 18:05:17,5173,Collected at Mutare,Collected
80202901,-18.9707,32.6709,2019-02-14 21:05:17,49,In transit from Mutare,In Transit
80202901,-18.9707,32.6709,2019-02-14 22:05:17,72025,Awaiting delivery in Mutare,Waiting for Delivery
80202901,-18.9707,32.6709,2019-02-15 00:05:17,1707,Delivered in Mutare,Delivered
655078363,-17.8292,31.0522,2019-02-15 16:03:11,219,Collected at Harare,Collected
655078363,-17.8292,31.0522,2019-02-15 17:03:11,1223,In transit from Harare,In Transit
655078363,-17.8292,31.0522,2019-02-15 18:03:11,132,Awaiting delivery in Harare,Waiting for Delivery
935106875,-17.9243,25.8544,2019-02-15 20:54:43,5173,Collected at Victoria Falls,Collected
655078363,-17.8292,31.0522,2019-02-15 22:03:11,1224,Delivered in Harare,Delivered
935106875,-17.9243,25.8544,2019-02-15 23:54:43,10796,In transit from Victoria Falls,In Transit
471901871,-20.1326,28.6265,2019-02-16 01:54:58,219,Collected at Bulawayo,Collected
471901871,-20.1326,28.6265,2019-02-16 02:54:58,1198,In transit from Bulawayo,In Transit
935106875,-17.9243,25.8544,2019-02-16 03:54:43,59919,Awaiting delivery in Victoria Falls,Waiting for Delivery
471901871,-20.1326,28.6265,2019-02-16 03:54:58,72025,Awaiting delivery in Bulawayo,Waiting for Delivery
471901871,-20.1326,28.6265,2019-02-16 05:54:58,255,Delivered in Bulawayo,Delivered
935106875,-17.9243,25.8544,2019-02-16 07:54:43,72025,Delivered in Victoria Falls,Delivered
20919406,-19.4571,29.8167,2019-02-16 15:46:04,10796,Collected at Gweru,Collected
85255277,-18.9281,29.8144,2019-02-16 16:58:52,1223,Collected at Kwekwe,Collected
20919406,-19.4571,29.8167,2019-02-16 19:46:04,1706,In transit from Gweru,In Transit
85255277,-18.9281,29.8144,2019-02-16 19:58:52,219,In transit from Kwekwe,In Transit
85255277,-18.9281,29.8144,2019-02-16 20:58:52,17,Awaiting delivery in Kwekwe,Waiting for Delivery
20919406,-19.4571,29.8167,2019-02-16 22:46:04,255,Awaiting delivery in Gweru,Waiting for Delivery
85255277,-18.9281,29.8144,2019-02-17 00:58:52,1235,Delivered in Kwekwe,Delivered
20919406,-19.4571,29.8167,2019-02-17 01:46:04,9,Delivered in Gweru,Delivered
725381857,-19.4571,29.8167,2019-02-17 06:34:42,1706,Collected at Gweru,Collected
725381857,-19.4571,29.8167,2019-02-17 08:34:42,10796,In transit from Gweru,In Transit
725381857,-19.4571,29.8167,2019-02-17 09:34:42,129,Awaiting delivery in Gweru,Waiting for Delivery
725381857,-19.4571,29.8167,2019-02-17 11:34:42,132,Delivered in Gweru,Delivered
892827209,-18.3336,29.896,2019-02-17 19:12:19,16,Collected at Kadoma,Collected
892827209,-18.3336,29.896,2019-02-17 20:12:19,128,In transit from Kadoma,In Transit
892827209,-18.3336,29.896,2019-02-17 21:12:19,876025,Awaiting delivery in Kadoma,Waiting for Delivery
892827209,-18.3336,29.896,2019-02-17 22:12:19,9,Delivered in Kadoma,Delivered
418101212,-17.9243,25.8544,2019-02-18 02:42:57,1198,Collected at Victoria Falls,Collected
418101212,-17.9243,25.8544,2019-02-18 05:42:57,11474,In transit from Victoria Falls,In Transit
418101212,-17.9243,25.8544,2019-02-18 07:42:57,10797,Awaiting delivery in Victoria Falls,Waiting for Delivery
418101212,-17.9243,25.8544,2019-02-18 09:42:57,1224,Delivered in Victoria Falls,Delivered
793195542,-17.2986,31.331,2019-02-18 15:03:28,10796,Collected at Bindura,Collected
793195542,-17.2986,31.331,2019-02-18 19:03:28,10796,In transit from Bindura,In Transit
793195542,-17.2986,31.331,2019-02-18 23:03:28,11475,Awaiting delivery in Bindura,Waiting for Delivery
793195542,-17.2986,31.331,2019-02-19 00:03:28,129,Delivered in Bindura,Delivered
230811904,-18.3336,29.896,2019-02-19 02:20:42,72024,Collected at Kadoma,Collected
230811904,-18.3336,29.896,2019-02-19 03:20:42,1234,In transit from Kadoma,In Transit
230811904,-18.3336,29.896,2019-02-19 04:20:42,876025,Awaiting delivery in Kadoma,Waiting for Delivery
230811904,-18.3336,29.896,2019-02-19 05:20:42,72025,Delivered in Kadoma,Delivered
600952298,-17.3667,30.2,2019-02-19 22:57:26,1223,Collected at Chinhoyi,Collected
600952298,-17.3667,30.2,2019-02-20 01:57:26,24,In transit from Chinhoyi,In Transit
600952298,-17.3667,30.2,2019-02-20 03:57:26,132,Awaiting delivery in Chinhoyi,Waiting for Delivery
600952298,-17.3667,30.2,2019-02-20 05:57:26,1199,Delivered in Chinhoyi,Delivered
271640536,-20.1326,28.6265,2019-02-22 13:40:01,128,Collected at Bulawayo,Collected
271640536,-20.1326,28.6265,2019-02-22 14:40:01,131,In transit from Bulawayo,In Transit
271640536,-20.1326,28.6265,2019-02-22 15:40:01,5174,Awaiting delivery in Bulawayo,Waiting for Delivery
271640536,-20.1326,28.6265,2019-02-22 17:40:01,220,Delivered in Bulawayo,Delivered
991015946,-18.3336,29.896,2019-02-24 01:30:13,219,Collected at Kadoma,Collected
991015946,-18.3336,29.896,2019-02-24 02:30:13,59918,In transit from Kadoma,In Transit
618793775,-18.9281,29.8144,2019-02-24 02:57:19,128,Collected at Kwekwe,Collected
618793775,-18.9281,29.8144,2019-02-24 04:57:19,128,In transit from Kwekwe,In Transit
991015946,-18.3336,29.896,2019-02-24 05:30:13,132,Awaiting delivery in Kadoma,Waiting for Delivery
618793775,-18.9281,29.8144,2019-02-24 07:57:19,255,Awaiting delivery in Kwekwe,Waiting for Delivery
991015946,-18.3336,29.896,2019-02-24 08:30:13,255,Delivered in Kadoma,Delivered
618793775,-18.9281,29.8144,2019-02-24 08:57:19,129,Delivered in Kwekwe,Delivered
814063023,-18.3336,29.896,2019-02-25 00:05:27,254,Collected at Kadoma,Collected
814063023,-18.3336,29.896,2019-02-25 01:05:27,1223,In transit from Kadoma,In Transit
814063023,-18.3336,29.896,2019-02-25 04:05:27,17,Awaiting delivery in Kadoma,Waiting for Delivery
814063023,-18.3336,29.896,2019-02-25 07:05:27,1707,Delivered in Kadoma,Delivered
226482671,-17.8292,31.0522,2019-02-26 06:34:51,131,Collected at Harare,Collected
226482671,-17.8292,31.0522,2019-02-26 08:34:51,876024,In transit from Harare,In Transit
226482671,-17.8292,31.0522,2019-02-26 09:34:51,876025,Awaiting delivery in Harare,Waiting for Delivery
226482671,-17.8292,31.0522,2019-02-26 11:34:51,876025,Delivered in Harare,Delivered
768716939,-17.3667,30.2,2019-02-26 22:56:38,5173,Collected at Chinhoyi,Collected
768716939,-17.3667,30.2,2019-02-27 00:56:38,876024,In transit from Chinhoyi,In Transit
768716939,-17.3667,30.2,2019-02-27 01:56:38,59919,Awaiting delivery in Chinhoyi,Waiting for Delivery
768716939,-17.3667,30.2,2019-02-27 05:56:38,1235,Delivered in Chinhoyi,Delivered
