user_id,parcel_id,action,timestamp
7,893664043,Add to Cart,2021-04-19 15:37:23
8,760825720,Bought,2022-04-07 14:20:48
8,548310672,Bought,2021-05-11 16:20:43
8,387767845,Viewed,2023-06-13 21:57:13
8,651013863,Bought,2022-03-06 01:06:20
8,829453819,Bought,2022-08-10 14:12:24
8,740108208,Viewed,2023-10-20 02:45:47
8,219129683,Viewed,2022-06-22 10:32:57
8,757196019,Add to Cart,2020-01-27 16:33:13
8,880969139,Add to Cart,2023-01-01 11:51:25
8,701439113,Add to Cart,2023-11-15 01:24:09
8,554736882,Add to Cart,2023-10-21 19:08:38
8,164683631,Bought,2022-12-04 22:00:05
8,307617256,Bought,2023-03-08 17:42:24
9,351980632,Add to Cart,2019-10-30 02:29:46
9,77827748,Bought,2020-03-04 19:55:39
9,132719000,Add to Cart,2020-04-25 08:15:47
9,664596993,Viewed,2019-06-11 17:32:28
9,874527245,Add to Cart,2021-12-16 12:20:45
9,659088424,Bought,2022-01-04 07:56:16
9,435745925,Add to Cart,2021-10-29 03:08:56
9,84807732,Viewed,2020-03-16 01:05:59
9,175254044,Viewed,2020-03-18 12:51:07
9,556430313,Bought,2023-04-13 16:57:06
9,99490129,Add to Cart,2022-10-18 19:24:58
9,215458487,Bought,2020-02-12 05:37:14
9,45936378,Viewed,2021-02-13 03:22:26
9,432635374,Viewed,2023-07-12 08:22:21
9,774636784,Bought,2019-01-17 09:03:54
10,74035298,Bought,2023-02-13 23:02:48
10,3587412,Add to Cart,2021-07-27 19:13:15
10,404962924,Add to Cart,2021-07-21 07:42:00
10,120757804,Add to Cart,2020-05-15 18:23:03
10,262289874,Bought,2020-10-15 21:37:56
10,45932467,Viewed,2023-10-16 13:51:10
10,462253208,Bought,2023-05-06 11:16:37
10,773498649,Viewed,2023-02-04 02:20:10
10,396591624,Bought,2020-07-21 16:30:19
11,187820604,Viewed,2023-06-02 10:23:46
11,385257422,Viewed,2021-06-25 04:05:59
11,901758349,Add to Cart,2022-12-28 23:50:42
11,107719311,Add to Cart,2021-03-01 03:13:47
11,815752627,Add to Cart,2023-08-26 07:42:37
11,188017821,Add to Cart,2022-01-09 03:59:51
12,428120203,Bought,2022-08-05 14:02:19
12,335259604,Bought,2019-08-26 23:11:02
12,857341506,Add to Cart,2021-12-01 06:02:03
12,110933358,Bought,2021-11-04 16:00:41
12,947589050,Viewed,2022-06-30 02:00:54
12,380098296,Add to Cart,2019-02-21 15:00:58
12,640436298,Viewed,2022-10-17 20:30:01
12,796983734,Add to Cart,2019-03-29 01:56:43
12,740798380,Add to Cart,2021-10-16 19:21:52
12,193728818,Bought,2021-08-17 20:16:32
12,128374172,Viewed,2021-07-17 04:48:29
12,377365343,Viewed,2022-05-08 20:34:48
12,486511629,Viewed,2019-06-25 00:38:51
12,588692799,Add to Cart,2021-08-18 20:51:44
13,939359210,Viewed,2020-11-04 03:48:00
13,429463548,Add to Cart,2021-12-14 02:08:50
13,46028330,Add to Cart,2022-07-07 11:49:40
13,414176955,Viewed,2021-05-29 01:39:15
13,58771005,Viewed,2019-12-25 13:34:27
13,289519456,Add to Cart,2021-08-09 21:13:54
13,97817274,Bought,2019-04-02 19:56:06
13,405683757,Viewed,2020-01-03 11:32:25
13,655250405,Add to Cart,2019-06-10 15:13:56
13,977325542,Bought,2020-05-07 22:03:34
13,851762359,Add to Cart,2022-08-02 15:37:57
13,8347950,Add to Cart,2021-03-06 20:02:41
13,523120409,Viewed,2023-11-28 06:49:02
14,708807829,Add to Cart,2021-12-08 17:56:13
14,825733992,Viewed,2021-11-02 16:03:59
14,161464019,Viewed,2019-07-29 23:19:59
14,358191705,Add to Cart,2022-09-02 16:13:27
14,56259829,Viewed,2022-02-26 23:53:33
14,480751440,Bought,2020-10-09 21:44:50
14,365488192,Viewed,2023-02-13 21:38:48
14,766516188,Viewed,2020-07-25 13:54:49
14,350179355,Bought,2021-06-29 00:23:10
14,917506406,Bought,2021-05-30 13:49:02
14,181636499,Bought,2020-11-07 21:47:37
14,385523976,Viewed,2023-11-05 12:19:54
14,13924616,Viewed,2019-04-30 18:41:54
14,614721902,Viewed,2022-08-16 13:50:19
14,749317674,Viewed,2020-04-11 06:32:28
14,360612047,Viewed,2023-08-15 18:08:45
14,535045947,Viewed,2020-09-05 08:29:47
15,155848925,Bought,2019-03-08 13:02:26
15,934048843,Viewed,2020-12-13 04:50:31
15,92568264,Viewed,2021-05-11 06:21:04
15,576740658,Bought,2020-04-13 08:40:40
15,968939953,Add to Cart,2021-10-14 19:20:21
15,104111135,Add to Cart,2020-08-16 05:52:01
15,574757481,Bought,2022-02-07 12:23:28
15,302854073,Add to Cart,2022-05-13 07:49:36
15,910462983,Viewed,2022-12-23 18:31:50
15,318722031,Add to Cart,2023-08-06 20:36:58
15,927272005,Bought,2022-10-17 23:02:24
15,988935862,Viewed,2023-01-16 22:08:06
15,634235641,Bought,2020-05-30 18:36:32
15,939359210,Bought,2023-02-20 22:29:00
15,697020936,Bought,2019-06-26 20:12:26
15,974226636,Add to Cart,2023-04-24 22:50:50
15,141434593,Add to Cart,2020-05-31 11:51:02
15,647263660,Add to Cart,2022-05-11 23:37:18
15,903526938,Viewed,2021-07-18 01:20:15
16,430457781,Bought,2020-09-18 16:50:36
16,166805766,Viewed,2022-11-04 01:06:34
16,729911707,Viewed,2023-02-17 05:39:49
16,873761818,Bought,2021-07-15 20:01:07
16,299551392,Add to Cart,2019-10-30 05:42:38
17,186469954,Bought,2022-01-15 04:47:18
17,19537329,Bought,2023-03-11 10:46:55
17,472396811,Viewed,2021-02-21 23:19:12
17,707396806,Add to Cart,2023-03-03 00:07:44
17,818150109,Viewed,2021-06-14 02:10:11
17,851873561,Add to Cart,2019-12-29 14:04:31
17,170493085,Bought,2023-10-15 12:01:05
17,496127190,Bought,2019-07-27 00:02:43
17,413459786,Viewed,2019-02-04 00:33:01
17,541562561,Bought,2019-06-02 07:07:46
17,781188677,Add to Cart,2021-10-18 18:23:19
17,23924495,Bought,2021-04-22 07:45:12
18,200922827,Viewed,2023-11-19 19:21:16
18,367446379,Add to Cart,2023-12-15 07:55:09
18,277039105,Add to Cart,2022-01-19 11:40:38
18,960299240,Viewed,2023-03-09 03:56:56
18,328810450,Add to Cart,2021-10-21 16:24:34
18,307154545,Viewed,2021-05-10 17:04:19
18,359078243,Viewed,2022-08-10 05:50:35
18,965705167,Add to Cart,2022-06-29 23:40:25
18,495465518,Bought,2023-03-18 06:00:00
18,319128383,Bought,2022-01-16 05:25:46
18,532422732,Bought,2019-03-10 20:44:00
19,256269662,Viewed,2022-08-06 01:02:28
19,79343119,Bought,2021-01-14 09:32:06
19,931006983,Add to Cart,2023-08-27 23:57:10
19,45932467,Add to Cart,2023-06-09 02:44:05
19,265011418,Add to Cart,2020-08-02 22:02:42
19,556381340,Viewed,2021-11-08 11:20:40
19,869344971,Bought,2020-03-10 09:50:14
19,385257422,Bought,2020-12-07 18:26:33
19,572258842,Viewed,2020-06-27 16:01:05
19,876762440,Bought,2019-05-30 07:16:27
19,694710970,Bought,2022-12-10 16:36:17
19,304559359,Add to Cart,2023-04-30 23:02:20
19,514809250,Bought,2020-12-10 22:22:02
19,947269010,Bought,2021-04-10 00:15:36
19,725548924,Add to Cart,2021-09-07 16:06:37
19,185194226,Viewed,2022-11-03 10:39:54
19,369789982,Bought,2020-09-30 14:16:46
19,947675523,Add to Cart,2019-04-24 20:29:13
19,88301883,Bought,2019-01-10 03:47:50
20,311310298,Viewed,2019-03-25 10:16:29
20,247712460,Add to Cart,2023-03-08 17:22:06
20,646709764,Viewed,2023-11-26 02:40:36
20,115264888,Bought,2023-09-10 21:44:38
20,323432522,Add to Cart,2021-07-02 10:12:36
20,367124576,Bought,2019-08-24 19:42:55
20,350298449,Viewed,2023-09-11 11:54:14
20,831511552,Viewed,2019-10-10 04:05:29
20,601401482,Viewed,2023-11-05 04:33:36
20,530758061,Bought,2020-11-15 13:23:29
20,860930855,Bought,2022-07-01 15:33:44
20,730445137,Viewed,2022-02-28 05:25:46
20,655380916,Viewed,2022-03-14 01:51:43
21,29463893,Bought,2023-08-22 23:23:12
21,253346106,Viewed,2019-12-01 16:02:47
21,300912411,Viewed,2023-05-18 16:45:36
21,693939957,Viewed,2022-03-22 07:21:37
21,677444233,Add to Cart,2019-01-05 16:54:04
21,243924124,Viewed,2021-02-04 00:10:35
21,334270062,Bought,2022-09-20 04:45:07
21,750882727,Viewed,2022-09-17 03:50:31
22,268040339,Add to Cart,2022-07-05 08:40:09
22,75566763,Add to Cart,2021-07-30 12:14:18
22,42547282,Add to Cart,2023-05-11 16:09:58
22,573461219,Viewed,2023-08-04 06:39:40
22,857767899,Bought,2021-08-02 05:26:55
22,43813618,Bought,2023-08-21 02:48:27
23,297921624,Bought,2019-07-23 05:17:03
23,540582989,Viewed,2021-09-19 06:02:24
23,544470502,Bought,2020-12-23 07:29:54
23,848530874,Add to Cart,2023-10-02 19:13:25
23,922925315,Bought,2020-02-22 02:25:13
23,542039006,Bought,2023-01-14 15:20:26
23,71764042,Viewed,2019-10-17 09:14:08
23,655250405,Viewed,2021-09-19 23:49:14
23,129405040,Add to Cart,2020-08-31 23:23:56
24,431577742,Viewed,2019-07-24 03:25:47
24,439348649,Add to Cart,2023-01-17 08:58:47
24,517994520,Add to Cart,2023-01-28 12:13:15
24,801762282,Viewed,2022-10-04 22:22:47
24,314803173,Viewed,2019-08-10 08:37:05
24,29553623,Bought,2023-07-25 21:36:57
24,833891336,Add to Cart,2021-01-14 07:32:12
24,660438836,Add to Cart,2023-11-29 11:14:10
24,509837440,Viewed,2021-01-22 00:16:16
24,213778787,Add to Cart,2023-06-26 03:01:20
24,177023774,Viewed,2022-03-16 18:24:23
24,99490129,Bought,2021-02-18 09:37:25
25,173252959,Viewed,2023-10-07 15:56:09
25,31727971,Add to Cart,2020-07-08 13:03:05
25,948797690,Viewed,2019-07-26 00:27:14
25,603559952,Add to Cart,2019-01-17 16:32:09
25,981529138,Viewed,2022-12-18 19:57:20
25,45936378,Viewed,2021-10-21 04:32:21
25,198928011,Add to Cart,2019-10-27 15:57:23
26,840809248,Viewed,2021-03-12 09:03:33
26,576602363,Bought,2023-01-30 14:28:02
26,746733588,Bought,2019-08-26 01:41:20
26,531297441,Add to Cart,2022-09-25 14:22:21
26,954646162,Viewed,2021-01-03 22:49:29
26,994695943,Bought,2019-09-11 15:40:45
26,125663136,Add to Cart,2019-04-27 09:43:53
26,71090336,Viewed,2020-05-15 08:51:59
26,487278214,Viewed,2019-12-24 00:28:42
26,703005360,Add to Cart,2020-06-23 21:59:00
26,349264798,Bought,2019-11-22 20:08:29
26,366215483,Viewed,2021-08-23 15:33:32
27,501988765,Bought,2020-07-04 23:41:07
27,885965861,Bought,2022-03-25 16:35:51
27,24977422,Bought,2021-01-16 01:37:26
27,397295641,Add to Cart,2022-04-20 02:35:20
27,518031264,Viewed,2021-07-04 09:23:11
27,764543471,Bought,2019-10-28 11:51:56
27,546721021,Add to Cart,2023-10-09 10:23:07
27,504680581,Add to Cart,2022-05-22 16:17:58
27,161464019,Add to Cart,2022-11-18 19:31:11
27,836410156,Add to Cart,2022-07-22 23:08:25
28,210723305,Bought,2022-11-01 14:08:07
28,604196760,Bought,2023-02-09 19:54:31
28,909380595,Add to Cart,2019-03-28 04:07:03
28,979703295,Viewed,2023-09-28 21:00:10
28,334270062,Bought,2022-10-12 18:35:02
28,627637937,Add to Cart,2020-04-30 08:22:54
28,871520668,Bought,2022-12-08 05:32:52
28,250651983,Viewed,2021-11-27 18:47:26
28,679445473,Bought,2021-06-18 00:32:00
28,353189247,Bought,2019-07-26 18:03:20
28,940577508,Bought,2022-04-14 21:41:00
28,186581669,Bought,2022-02-03 19:04:43
28,300763359,Add to Cart,2022-04-01 19:07:25
28,382168335,Bought,2023-06-15 10:57:58
28,23924495,Bought,2020-10-04 04:54:40
28,80508252,Add to Cart,2023-06-28 17:13:23
28,555316333,Bought,2022-01-16 03:06:15
28,588002758,Viewed,2019-11-03 07:06:57
28,556430313,Add to Cart,2021-06-28 21:59:57
29,689259764,Bought,2023-12-25 12:15:28
29,449095315,Bought,2020-01-06 09:04:54
29,456904853,Bought,2021-03-13 00:09:06
29,764921390,Bought,2021-05-26 04:37:06
29,625307497,Bought,2020-02-21 06:03:40
29,577448852,Viewed,2022-08-20 07:40:39
29,187701902,Bought,2021-09-09 10:39:11
29,260466976,Bought,2020-07-22 06:40:33
29,66384586,Bought,2023-12-09 20:04:53
29,794882854,Add to Cart,2022-08-06 07:03:24
30,689262371,Bought,2021-03-02 07:48:18
30,855334378,Bought,2023-12-25 06:49:37
30,82059686,Viewed,2021-06-19 12:25:36
30,213778787,Add to Cart,2021-12-23 01:13:23
30,700794465,Bought,2020-01-31 08:53:12
30,491927563,Add to Cart,2022-01-28 17:34:32
30,679688770,Viewed,2022-10-10 07:26:10
30,484902580,Bought,2023-06-02 14:29:11
30,125663136,Viewed,2019-05-24 18:24:50
30,310584245,Add to Cart,2020-08-09 00:03:06
30,321672927,Viewed,2023-08-18 07:36:18
30,268004402,Viewed,2023-10-08 19:07:47
30,132695412,Add to Cart,2019-11-08 18:12:09
30,902172999,Add to Cart,2022-07-21 03:55:19
30,326082617,Bought,2021-09-05 21:52:52
31,545581678,Viewed,2019-10-13 14:59:25
31,809249879,Viewed,2022-08-24 05:58:00
31,96529978,Add to Cart,2019-10-30 03:06:13
31,515010092,Add to Cart,2021-04-03 00:40:44
31,785049906,Add to Cart,2021-07-28 19:29:04
31,327435936,Add to Cart,2020-02-17 08:24:34
31,491955593,Viewed,2021-03-18 14:05:47
31,658916634,Add to Cart,2020-06-12 15:12:56
31,61362397,Bought,2019-06-15 21:11:54
31,199459865,Add to Cart,2021-12-09 05:22:06
31,628286918,Bought,2019-07-05 20:36:38
31,986053350,Bought,2019-12-27 11:00:25
31,169788102,Bought,2023-02-20 12:20:21
32,661585302,Bought,2019-02-10 00:04:31
32,102511131,Viewed,2023-08-24 01:20:16
32,600254542,Viewed,2019-08-16 15:02:49
32,943414103,Add to Cart,2023-09-28 19:01:04
32,180239890,Viewed,2020-05-29 14:35:00
32,365906717,Add to Cart,2020-08-26 23:06:56
32,142450715,Add to Cart,2022-01-17 04:24:43
32,36277284,Viewed,2020-04-19 03:42:33
32,488273833,Add to Cart,2021-07-15 00:36:41
32,56416137,Viewed,2019-11-25 03:07:12
33,509647580,Bought,2021-03-10 21:10:40
33,624896002,Add to Cart,2022-12-01 03:23:42
33,993764316,Add to Cart,2021-02-04 23:43:14
33,369389997,Add to Cart,2019-03-14 21:30:18
33,858265090,Bought,2020-06-26 22:24:23
33,321672927,Add to Cart,2021-01-12 01:46:04
33,604083799,Viewed,2019-01-26 07:07:44
33,205365905,Bought,2022-04-16 06:43:08
33,481132830,Viewed,2021-04-02 07:25:54
34,588002758,Add to Cart,2022-11-21 05:49:44
34,829581871,Bought,2021-03-01 21:30:07
34,758847179,Viewed,2023-09-24 18:16:32
34,351687658,Viewed,2020-07-09 10:10:41
34,498568257,Bought,2021-01-02 13:45:22
34,80423390,Viewed,2020-03-14 10:27:52
35,388406471,Bought,2023-03-16 01:00:16
35,958495974,Add to Cart,2020-03-09 04:19:15
35,754631942,Add to Cart,2022-12-08 01:37:58
35,131665303,Viewed,2022-07-28 13:33:40
35,499306171,Viewed,2020-09-23 07:59:42
35,80197530,Bought,2019-04-09 13:26:59
36,604196760,Viewed,2019-11-18 00:10:06
36,844464769,Add to Cart,2020-07-05 11:09:16
36,973959256,Add to Cart,2021-04-09 02:20:43
36,851288953,Add to Cart,2020-01-29 05:34:44
36,454349431,Add to Cart,2023-05-12 05:20:47
36,917506406,Add to Cart,2019-06-12 00:59:27
36,433249044,Add to Cart,2022-04-22 12:55:03
36,878924442,Add to Cart,2021-07-18 01:47:06
36,223053286,Bought,2021-05-01 17:07:44
36,334373331,Viewed,2021-03-14 11:19:48
36,750193530,Viewed,2019-05-29 07:16:58
36,689284628,Viewed,2023-04-23 08:33:46
37,560090214,Bought,2023-09-12 15:40:41
37,266849974,Bought,2019-04-12 09:02:27
37,723113990,Bought,2022-05-08 13:29:46
37,853672477,Viewed,2019-12-03 03:28:37
37,610664383,Viewed,2020-06-19 02:12:33
37,189505142,Viewed,2022-01-24 20:27:43
37,723113990,Add to Cart,2021-12-21 04:03:48
37,591186445,Viewed,2021-11-25 00:34:32
37,954524054,Add to Cart,2020-03-27 14:12:50
37,993475502,Bought,2020-07-13 11:53:20
37,948909484,Bought,2020-08-30 04:34:25
37,587129398,Bought,2019-10-29 22:33:22
38,545182454,Bought,2020-07-29 17:10:56
38,285384698,Add to Cart,2020-11-24 15:03:56
38,652936523,Add to Cart,2022-08-07 00:25:19
38,881657210,Bought,2021-12-31 20:29:04
38,709678334,Bought,2020-08-24 04:03:11
38,366252680,Add to Cart,2022-02-18 12:08:23
38,938049013,Add to Cart,2023-07-01 13:11:06
38,103180610,Viewed,2020-01-11 08:00:54
38,75622076,Viewed,2023-02-20 01:10:46
38,503145205,Add to Cart,2021-02-23 11:47:52
38,137965599,Viewed,2020-04-10 19:29:25
38,267830629,Bought,2020-09-17 05:39:16
38,595034713,Add to Cart,2019-06-26 02:44:32
38,445732582,Add to Cart,2020-10-07 05:45:00
38,966273974,Viewed,2019-07-02 21:08:48
39,360085201,Bought,2021-09-28 23:03:29
39,971491424,Viewed,2019-09-16 22:04:45
39,625307497,Viewed,2023-10-28 14:17:46
39,545581678,Viewed,2022-01-01 05:06:44
39,782447899,Add to Cart,2022-03-20 15:14:04
39,558285263,Bought,2021-07-06 12:07:27
40,552511393,Add to Cart,2020-04-09 02:24:18
40,187580575,Viewed,2019-10-29 07:43:58
40,131968690,Bought,2022-10-31 01:38:18
40,607235700,Add to Cart,2022-12-24 06:08:39
40,788019527,Add to Cart,2019-06-20 10:17:24
40,747186756,Bought,2021-04-27 23:27:42
40,827233401,Add to Cart,2022-07-01 09:04:00
40,386707788,Viewed,2020-02-19 08:10:58
41,310205402,Add to Cart,2021-01-28 13:40:32
41,645722189,Bought,2019-05-09 15:47:19
41,351701351,Add to Cart,2020-11-05 09:25:04
41,957469723,Bought,2019-01-03 11:29:27
41,916368007,Add to Cart,2019-02-18 08:40:51
41,665653200,Add to Cart,2023-04-26 06:38:03
41,939340335,Add to Cart,2023-07-05 11:06:25
41,802350382,Bought,2021-02-20 04:53:31
41,947675523,Viewed,2023-09-03 13:04:26
41,865864816,Bought,2019-07-28 11:45:10
41,385228488,Viewed,2020-05-07 08:27:36
41,472987672,Bought,2019-10-11 10:02:12
41,516076163,Viewed,2019-05-10 07:21:43
41,327814447,Bought,2021-12-12 03:02:34
41,789902366,Bought,2021-07-14 11:45:17
41,55227819,Viewed,2019-10-11 13:52:19
41,694710970,Add to Cart,2022-06-11 16:04:21
42,48126265,Add to Cart,2020-09-27 08:53:49
42,800191788,Add to Cart,2022-03-06 03:09:06
42,923111193,Add to Cart,2021-12-26 09:55:07
42,678458907,Add to Cart,2020-08-16 15:40:18
42,330838463,Bought,2021-09-21 12:10:52
42,36819744,Viewed,2023-01-17 06:59:47
42,307590306,Bought,2019-12-13 20:57:41
42,448284540,Add to Cart,2019-03-15 09:39:09
42,405670700,Viewed,2020-06-28 00:36:50
42,869360233,Viewed,2020-02-12 16:33:19
42,210041330,Bought,2019-03-04 12:12:26
42,658065365,Bought,2022-01-25 22:41:45
42,48290380,Add to Cart,2020-02-15 21:08:02
42,104484853,Viewed,2020-11-03 09:35:15
42,934809705,Viewed,2022-11-18 00:27:37
42,88366369,Viewed,2019-07-20 00:52:24
42,282098526,Bought,2021-09-27 13:28:15
43,129405040,Add to Cart,2019-03-11 02:27:48
43,964840636,Add to Cart,2022-05-14 14:39:55
43,382168335,Add to Cart,2020-08-25 03:13:17
43,323953341,Bought,2021-01-28 16:12:23
43,836410156,Viewed,2023-10-23 15:40:05
43,581160648,Viewed,2020-05-03 05:29:01
44,499241178,Add to Cart,2021-01-09 18:55:04
44,59887658,Viewed,2023-01-03 06:27:21
44,734927814,Bought,2021-05-08 16:40:25
44,908359390,Viewed,2020-09-13 22:01:24
44,770571909,Viewed,2019-08-02 17:30:32
44,618793775,Viewed,2021-05-19 09:11:06
44,329506202,Bought,2022-09-18 12:22:27
44,665839105,Viewed,2023-04-01 09:40:59
44,667341583,Bought,2022-01-19 22:03:45
44,749523719,Add to Cart,2019-09-28 01:10:55
44,53014014,Add to Cart,2023-10-31 05:00:51
44,479937777,Add to Cart,2021-06-24 12:03:56
44,401458746,Bought,2021-05-06 12:53:30
44,273593762,Bought,2023-11-19 04:42:53
44,415219465,Viewed,2021-03-27 17:04:08
44,458914440,Bought,2019-07-13 12:09:56
44,797289443,Add to Cart,2020-09-30 16:00:06
44,552511393,Bought,2023-08-19 20:47:33
44,493136852,Viewed,2019-12-11 21:09:06
45,533445126,Viewed,2019-04-29 05:17:38
45,321870373,Bought,2021-09-04 00:48:02
45,455269410,Bought,2020-10-13 23:53:07
45,921942150,Bought,2021-10-29 14:40:27
45,830070966,Viewed,2020-02-18 14:01:01
45,251261486,Bought,2019-07-08 12:39:57
45,38432392,Bought,2023-05-31 17:56:20
45,934430375,Bought,2021-01-06 16:09:08
45,995978173,Bought,2019-04-03 08:48:42
45,144470523,Viewed,2019-12-24 02:46:44
45,307860646,Bought,2023-10-07 03:11:11
45,171015547,Add to Cart,2021-12-05 20:09:27
45,59067556,Add to Cart,2021-08-11 05:32:35
45,356884927,Add to Cart,2019-01-31 11:38:27
45,452947000,Add to Cart,2020-10-21 04:38:22
45,416178724,Add to Cart,2020-09-19 02:20:06
45,908359390,Bought,2019-11-18 15:10:10
46,336177589,Viewed,2021-01-26 14:04:34
46,448596288,Bought,2022-12-14 04:20:59
46,402953383,Add to Cart,2020-05-07 02:09:23
46,800334542,Viewed,2022-02-04 20:55:09
46,302854073,Viewed,2023-04-08 15:02:11
46,216408410,Viewed,2021-10-10 11:05:45
46,985256447,Bought,2019-02-28 04:51:25
46,90862039,Bought,2022-01-27 23:21:15
46,943954344,Bought,2022-11-04 05:19:12
46,959698232,Bought,2023-05-23 14:39:21
46,472140470,Bought,2021-06-01 08:07:49
47,405683757,Viewed,2020-05-20 19:09:53
47,82429206,Add to Cart,2020-03-15 13:26:22
47,420271025,Add to Cart,2020-03-07 11:00:42
47,341463155,Add to Cart,2022-08-25 15:14:36
47,316743829,Viewed,2022-03-29 04:10:34
47,25527515,Viewed,2023-11-20 02:15:51
47,874284575,Viewed,2020-07-15 12:11:20
47,855334378,Add to Cart,2023-02-06 13:50:57
47,82343003,Bought,2021-04-02 17:44:50
47,583679631,Add to Cart,2021-11-01 09:18:35
47,176849101,Add to Cart,2021-09-20 19:31:00
47,61284232,Viewed,2021-08-27 02:18:21
47,958077008,Add to Cart,2021-12-26 05:40:34
47,558608449,Viewed,2020-03-28 22:58:56
47,799450136,Add to Cart,2020-11-15 03:12:32
47,462282179,Add to Cart,2020-10-29 04:59:37
47,419664660,Viewed,2020-01-31 11:52:25
47,826671272,Add to Cart,2019-02-05 01:34:40
47,307362060,Bought,2023-06-09 19:41:34
